id,smarts,entry_id,mechanism_id
159,[C&D3&v4&H0&+0&R&z1:1]1=[C&D3&v4&H0&+0&R&z1:2]-[C&D3&v4&H0&+0&R&z1:3](=[O&D1&v2&H0&+0&!R:4])-[C&D3&v4&H0&+0&R&z0:5]=[C&D3&v4&H0&+0&R&z0:6]-[C&D3&v4&H0&+0&R&z1:7]-1=[O&D1&v2&H0&+0&!R:8].[C&D3&v4&H0&+0&R&z2:9]1-[C&D2&v4&H2&+0&R&z0:10]-[C@@&D3&v4&H1&+0&R&z1:11](-[C&D3&v4&H0&+0&!R&z2:12])-[N&D2&v3&H1&+0&R:13]-[C&D3&v4&H0&+0&R&z3:14]-[N&D2&v3&H1&+0&R:15]-1>>[C&D3&v4&H0&+0&!R&z2:12]-[c&D3&v4&H0&+0&R&z1:11]1:[c&D2&v4&H1&+0&R&z0:10]:[c&D3&v4&H0&+0&R&z2:9]:[n&D2&v3&H1&+0&R:15]:[c&D3&v4&H0&+0&R&z3:14]:[n&D2&v3&H1&+0&R:13]:1.[c&D3&v4&H0&+0&R&z1:1]1:[c&D3&v4&H0&+0&R&z1:7](-[O&D1&v2&H1&+0&!R:8]):[c&D3&v4&H0&+0&R&z0:6]:[c&D3&v4&H0&+0&R&z0:5]:[c&D3&v4&H0&+0&R&z1:3](-[O&D1&v2&H1&+0&!R:4]):[c&D3&v4&H0&+0&R&z1:2]:1,[109],[3]
160,[C&D3&v4&H0&+0&!R&z2:1]-[c&D3&v4&H0&+0&R&z1:2]1:[c&D2&v4&H1&+0&R&z0:3]:[c&D3&v4&H0&+0&R&z2:4]:[n&D2&v3&H1&+0&R:5]:[c&D3&v4&H0&+0&R&z3:6]:[n&D2&v3&H1&+0&R:7]:1.[c&D3&v4&H0&+0&R&z1:8]1:[c&D3&v4&H0&+0&R&z1:9](-[O&D1&v2&H1&+0&!R:10]):[c&D3&v4&H0&+0&R&z0:11]:[c&D3&v4&H0&+0&R&z0:12]:[c&D3&v4&H0&+0&R&z1:13](-[O&D1&v2&H1&+0&!R:14]):[c&D3&v4&H0&+0&R&z1:15]:1>>[C&D3&v4&H0&+0&R&z1:8]1=[C&D3&v4&H0&+0&R&z1:15]-[C&D3&v4&H0&+0&R&z1:13](=[O&D1&v2&H0&+0&!R:14])-[C&D3&v4&H0&+0&R&z0:12]=[C&D3&v4&H0&+0&R&z0:11]-[C&D3&v4&H0&+0&R&z1:9]-1=[O&D1&v2&H0&+0&!R:10].[C&D3&v4&H0&+0&R&z2:4]1-[C&D2&v4&H2&+0&R&z0:3]-[C@@&D3&v4&H1&+0&R&z1:2](-[C&D3&v4&H0&+0&!R&z2:1])-[N&D2&v3&H1&+0&R:7]-[C&D3&v4&H0&+0&R&z3:6]-[N&D2&v3&H1&+0&R:5]-1,[109],[3]
161,[C&D3&v4&H0&+0&R&z0:1]1=[C&D2&v4&H1&+0&R&z1:2]-[N&D3&v3&H0&+0&R:3]-[C&D2&v4&H1&+0&R&z1:4]=[C&D2&v4&H1&+0&R&z0:5]-[C&D2&v4&H2&+0&R&z0:6]-1.[N&D2&v3&H0&+0&R:7]=[C&D3&v4&H0&+0&R&z1:8]>>[N&D2&v3&H1&+0&R:7]-[C&D3&v4&H1&+0&R&z1:8].[c&D3&v4&H0&+0&R&z0:1]1:[c&D2&v4&H1&+0&R&z0:6]:[c&D2&v4&H1&+0&R&z0:5]:[c&D2&v4&H1&+0&R&z1:4]:[n&D3&v4&H0&+&R:3]:[c&D2&v4&H1&+0&R&z1:2]:1,"[112, 752]","[1, 1]"
162,[N&D2&v3&H1&+0&R:1]-[C&D3&v4&H1&+0&R&z1:2].[c&D3&v4&H0&+0&R&z0:3]1:[c&D2&v4&H1&+0&R&z0:4]:[c&D2&v4&H1&+0&R&z0:5]:[c&D2&v4&H1&+0&R&z1:6]:[n&D3&v4&H0&+&R:7]:[c&D2&v4&H1&+0&R&z1:8]:1>>[C&D3&v4&H0&+0&R&z0:3]1=[C&D2&v4&H1&+0&R&z1:8]-[N&D3&v3&H0&+0&R:7]-[C&D2&v4&H1&+0&R&z1:6]=[C&D2&v4&H1&+0&R&z0:5]-[C&D2&v4&H2&+0&R&z0:4]-1.[N&D2&v3&H0&+0&R:1]=[C&D3&v4&H0&+0&R&z1:2],"[112, 752]","[1, 1]"
163,[C&D3&v4&H0&+0&R&z0:1]1=[C&D2&v4&H1&+0&R&z1:2]-[N&D3&v3&H0&+0&R:3]-[C&D2&v4&H1&+0&R&z1:4]=[C&D2&v4&H1&+0&R&z0:5]-[C&D2&v4&H2&+0&R&z0:6]-1.[c&D3&v4&H0&+0&R&z0:7]1:[c&D2&v4&H1&+0&R&z0:8]:[c&D2&v4&H1&+0&R&z0:9]:[c&D2&v4&H1&+0&R&z1:10]:[n&D3&v4&H0&+&R:11]:[c&D2&v4&H1&+0&R&z1:12]:1>>[C&D3&v4&H0&+0&R&z0:7]1=[C&D2&v4&H1&+0&R&z1:12]-[N&D3&v3&H0&+0&R:11]-[C&D2&v4&H1&+0&R&z1:10]=[C&D2&v4&H1&+0&R&z0:9]-[C&D2&v4&H2&+0&R&z0:8]-1.[c&D3&v4&H0&+0&R&z0:1]1:[c&D2&v4&H1&+0&R&z0:6]:[c&D2&v4&H1&+0&R&z0:5]:[c&D2&v4&H1&+0&R&z1:4]:[n&D3&v4&H0&+&R:3]:[c&D2&v4&H1&+0&R&z1:2]:1,"[116, 116]","[1, 1]"
164,[C&D2&v4&H2&+0&!R&z1:1]-[S@&D3&v3&H0&+&!R:2](-[C&D1&v4&H3&+0&!R&z1:3])-[#8&-:4].[S&D1&v2&H1&+0&!R:5].[S&D1&v2&H1&+0&!R:6]>>[C&D2&v4&H2&+0&!R&z1:1]-[S&D2&v2&H0&+0&!R:2]-[C&D1&v4&H3&+0&!R&z1:3].[O&D0&v2&H2&+0&!R:4].[S&D2&v2&H0&+0&!R:5]-[S&D2&v2&H0&+0&!R:6],"[122, 122, 715]","[2, 1, 1]"
165,[C&D2&v4&H2&+0&!R&z1:1]-[S&D2&v2&H0&+0&!R:2]-[C&D1&v4&H3&+0&!R&z1:3].[O&D0&v2&H2&+0&!R:4].[S&D2&v2&H0&+0&!R:5]-[S&D2&v2&H0&+0&!R:6]>>[C&D2&v4&H2&+0&!R&z1:1]-[S@&D3&v3&H0&+&!R:2](-[C&D1&v4&H3&+0&!R&z1:3])-[#8&-:4].[S&D1&v2&H1&+0&!R:5].[S&D1&v2&H1&+0&!R:6],"[122, 122, 715]","[2, 1, 1]"
166,[C&D2&v4&H2&+0&!R&z1:1].[C&D3&v4&H0&+0&!R&z1:2](=[O&D1&v2&H0&+0&!R:3])-[C&D3&v4&H0&+0&!R&z2:4]-[O&D1&v2&H1&+0&!R:5].[C&D3&v4&H1&+0&!R&z2:6](-[O&D1&v2&H1&+0&!R:7])-[S&D4&v6&H0&+0&!R:8]-[O&D1&v2&H1&+0&!R:9].[O&D1&v2&H0&+0&!R:10]=[O&D1&v2&H0&+0&!R:11].[O&D1&v2&H1&+0&!R:12]-[O&D1&v2&H1&+0&!R:13]>>[#6&-:1]-[O&D1&v3&H2&+&!R:13].[#8&-:11]-[O&D1&v3&H2&+&!R:10].[C&D2&v4&H1&+0&!R&z1:6]=[O&D1&v2&H0&+0&!R:7].[O&D1&v2&H0&+0&!R:5]=[C&D2&v4&H0&+0&!R&z2:4].[O&D1&v2&H0&+0&!R:12]=[C&D3&v4&H0&+0&!R&z2:2]-[O&D1&v2&H1&+0&!R:3].[S&D3&v6&H1&+0&!R:8]-[O&D1&v2&H1&+0&!R:9],[129],[1]
167,[#6&-:1]-[O&D1&v3&H2&+&!R:2].[#8&-:3]-[O&D1&v3&H2&+&!R:4].[C&D2&v4&H1&+0&!R&z1:5]=[O&D1&v2&H0&+0&!R:6].[O&D1&v2&H0&+0&!R:7]=[C&D2&v4&H0&+0&!R&z2:8].[O&D1&v2&H0&+0&!R:9]=[C&D3&v4&H0&+0&!R&z2:10]-[O&D1&v2&H1&+0&!R:11].[S&D3&v6&H1&+0&!R:12]-[O&D1&v2&H1&+0&!R:13]>>[C&D2&v4&H2&+0&!R&z1:1].[C&D3&v4&H0&+0&!R&z1:10](=[O&D1&v2&H0&+0&!R:11])-[C&D3&v4&H0&+0&!R&z2:8]-[O&D1&v2&H1&+0&!R:7].[C&D3&v4&H1&+0&!R&z2:5](-[O&D1&v2&H1&+0&!R:6])-[S&D4&v6&H0&+0&!R:12]-[O&D1&v2&H1&+0&!R:13].[O&D1&v2&H0&+0&!R:4]=[O&D1&v2&H0&+0&!R:3].[O&D1&v2&H1&+0&!R:9]-[O&D1&v2&H1&+0&!R:2],[129],[1]
168,[O&D1&v2&H0&+0&!R:1]=[#33:2]-[O&D1&v2&H1&+0&!R:3].[S&D1&v2&H1&+0&!R:4].[S&D1&v2&H1&+0&!R:5].([S&D1&v2&H1&+0&!R:6].[S&D2&v2&H0&+0&!R:7]-[S&D2&v2&H0&+0&!R:8])>>[O&D0&v2&H2&+0&!R:3].[O&D1&v2&H1&+0&!R:1]-[#33:2].[S&D1&v2&H1&+0&!R:8].[S&D2&v2&H0&+0&!R:4]-[S&D2&v2&H0&+0&!R:5].[S&D2&v2&H0&+0&R:6]-[S&D2&v2&H0&+0&R:7],[143],[1]
169,[O&D0&v2&H2&+0&!R:1].[O&D1&v2&H1&+0&!R:2]-[#33:3].[S&D1&v2&H1&+0&!R:4].[S&D2&v2&H0&+0&!R:5]-[S&D2&v2&H0&+0&!R:6].[S&D2&v2&H0&+0&R:7]-[S&D2&v2&H0&+0&R:8]>>[O&D1&v2&H0&+0&!R:2]=[#33:3]-[O&D1&v2&H1&+0&!R:1].[S&D1&v2&H1&+0&!R:5].[S&D1&v2&H1&+0&!R:6].([S&D1&v2&H1&+0&!R:7].[S&D2&v2&H0&+0&!R:8]-[S&D2&v2&H0&+0&!R:4]),[143],[1]
170,[N&D1&v3&H2&+0&!R:1]-[C&D3&v4&H1&+0&!R&z1:2]-[C&D2&v4&H2&+0&!R&z1:3]-[O&D1&v2&H1&+0&!R:4].([N&D2&v3&H1&+0&!R:5].[N&D2&v3&H1&+0&R:6])>>[N&D1&v3&H2&+0&!R:1]-[C&D2&v4&H2&+0&!R&z1:2].[N&D3&v3&H0&+0&R:5]-[C&D2&v4&H2&+0&R&z2:3]-[N&D3&v3&H0&+0&R:6].[O&D0&v2&H2&+0&!R:4],[147],[1]
171,[N&D1&v3&H2&+0&!R:1]-[C&D2&v4&H2&+0&!R&z1:2].[N&D3&v3&H0&+0&R:3]-[C&D2&v4&H2&+0&R&z2:4]-[N&D3&v3&H0&+0&R:5].[O&D0&v2&H2&+0&!R:6]>>[N&D1&v3&H2&+0&!R:1]-[C&D3&v4&H1&+0&!R&z1:2]-[C&D2&v4&H2&+0&!R&z1:4]-[O&D1&v2&H1&+0&!R:6].([N&D2&v3&H1&+0&!R:3].[N&D2&v3&H1&+0&R:5]),[147],[1]
172,[O&D1&v2&H0&+0&!R:1]=[C&D2&v4&H1&+0&!R&z1:2].[O&D1&v2&H0&+0&!R:3]=[C&D3&v4&H0&+0&!R&z1:4]-[C@&D3&v4&H1&+0&!R&z1:5](-[O&D1&v2&H1&+0&!R:6])-[C@@&D3&v4&H1&+0&!R&z1:7](-[O&D1&v2&H1&+0&!R:8])-[C@@&D3&v4&H1&+0&!R&z1:9](-[O&D1&v2&H1&+0&!R:10])-[C&D2&v4&H2&+0&!R&z1:11]>>[O&D1&v2&H0&+0&!R:8]=[C&D2&v4&H1&+0&!R&z1:7]-[C@@&D3&v4&H1&+0&!R&z1:9](-[O&D1&v2&H1&+0&!R:10])-[C&D2&v4&H2&+0&!R&z1:11].[O&D1&v2&H0&+0&!R:3]=[C&D3&v4&H0&+0&!R&z1:4]-[C@&D3&v4&H1&+0&!R&z1:5](-[O&D1&v2&H1&+0&!R:6])-[C&D3&v4&H1&+0&!R&z1:2]-[O&D1&v2&H1&+0&!R:1],[148],[1]
173,[O&D1&v2&H0&+0&!R:1]=[C&D2&v4&H1&+0&!R&z1:2]-[C@@&D3&v4&H1&+0&!R&z1:3](-[O&D1&v2&H1&+0&!R:4])-[C&D2&v4&H2&+0&!R&z1:5].[O&D1&v2&H0&+0&!R:6]=[C&D3&v4&H0&+0&!R&z1:7]-[C@&D3&v4&H1&+0&!R&z1:8](-[O&D1&v2&H1&+0&!R:9])-[C&D3&v4&H1&+0&!R&z1:10]-[O&D1&v2&H1&+0&!R:11]>>[O&D1&v2&H0&+0&!R:11]=[C&D2&v4&H1&+0&!R&z1:10].[O&D1&v2&H0&+0&!R:6]=[C&D3&v4&H0&+0&!R&z1:7]-[C@&D3&v4&H1&+0&!R&z1:8](-[O&D1&v2&H1&+0&!R:9])-[C@@&D3&v4&H1&+0&!R&z1:2](-[O&D1&v2&H1&+0&!R:1])-[C@@&D3&v4&H1&+0&!R&z1:3](-[O&D1&v2&H1&+0&!R:4])-[C&D2&v4&H2&+0&!R&z1:5],[148],[1]
174,[C&D3&v4&H0&+0&!R&z2:1](-[N&D1&v3&H2&+0&!R:2])=[O&D1&v2&H0&+0&!R:3].[N&D1&v3&H2&+0&!R:4]>>[N&D0&v3&H3&+0&!R:2].[N&D2&v3&H1&+0&!R:4]-[C&D3&v4&H0&+0&!R&z2:1]=[O&D1&v2&H0&+0&!R:3],"[149, 761]","[1, 1]"
175,[N&D0&v3&H3&+0&!R:1].[N&D2&v3&H1&+0&!R:2]-[C&D3&v4&H0&+0&!R&z2:3]=[O&D1&v2&H0&+0&!R:4]>>[C&D3&v4&H0&+0&!R&z2:3](-[N&D1&v3&H2&+0&!R:1])=[O&D1&v2&H0&+0&!R:4].[N&D1&v3&H2&+0&!R:2],"[149, 761]","[1, 1]"
176,[*:1](~[O&D1&v2&H1&+0&!R:2])~[*:3]~[*:4](~[O&D1&v2&H1&+0&!R:5])~[O&D2&v2&H0&+0&!R:6]-[P&D4&v5&H0&+0&!R:7]-[O&D1&v2&H1&+0&!R:8].[O&D1&v2&H1&+0&!R:9]>>[*:1](~[O&D1&v2&H1&+0&!R:2])~[*:3]~[*:4](~[O&D1&v2&H1&+0&!R:5])~[O&D1&v2&H1&+0&!R:6].[O&D2&v2&H0&+0&!R:9]-[P&D4&v5&H0&+0&!R:7]-[O&D1&v2&H1&+0&!R:8],"[150, 760]","[1, 1]"
177,[*:1](~[O&D1&v2&H1&+0&!R:2])~[*:3]~[*:4](~[O&D1&v2&H1&+0&!R:5])~[O&D1&v2&H1&+0&!R:6].[O&D2&v2&H0&+0&!R:7]-[P&D4&v5&H0&+0&!R:8]-[O&D1&v2&H1&+0&!R:9]>>[*:1](~[O&D1&v2&H1&+0&!R:2])~[*:3]~[*:4](~[O&D1&v2&H1&+0&!R:5])~[O&D2&v2&H0&+0&!R:6]-[P&D4&v5&H0&+0&!R:8]-[O&D1&v2&H1&+0&!R:9].[O&D1&v2&H1&+0&!R:7],"[150, 760]","[1, 1]"
178,[*:1](~[O&D1&v2&H1&+0&!R:2])~[O&D2&v2&H0&+0&!R:3]-[P&D4&v5&H0&+0&!R:4](=[O&D1&v2&H0&+0&!R:5])(-[O&D1&v2&H1&+0&!R:6])~[*:7]~[*:8]~[O&D1&v2&H1&+0&!R:9].[O&D1&v2&H1&+0&!R:10]>>[*:1](~[O&D1&v2&H1&+0&!R:2])~[O&D1&v2&H1&+0&!R:3].[O&D2&v2&H0&+0&!R:10]-[P&D4&v5&H0&+0&!R:4](=[O&D1&v2&H0&+0&!R:5])(-[O&D1&v2&H1&+0&!R:6])~[*:7]~[*:8]~[O&D1&v2&H1&+0&!R:9],[151],[1]
179,[*:1](~[O&D1&v2&H1&+0&!R:2])~[O&D1&v2&H1&+0&!R:3].[O&D2&v2&H0&+0&!R:4]-[P&D4&v5&H0&+0&!R:5](=[O&D1&v2&H0&+0&!R:6])(-[O&D1&v2&H1&+0&!R:7])~[*:8]~[*:9]~[O&D1&v2&H1&+0&!R:10]>>[*:1](~[O&D1&v2&H1&+0&!R:2])~[O&D2&v2&H0&+0&!R:3]-[P&D4&v5&H0&+0&!R:5](=[O&D1&v2&H0&+0&!R:6])(-[O&D1&v2&H1&+0&!R:7])~[*:8]~[*:9]~[O&D1&v2&H1&+0&!R:10].[O&D1&v2&H1&+0&!R:4],[151],[1]
180,[O&D1&v2&H1&+0&!R:1].[P&D4&v5&H0&+0&!R:2](=[O&D1&v2&H0&+0&!R:3])-[O&D2&v2&H0&+0&!R:4]-[P&D4&v5&H0&+0&!R:5]=[O&D1&v2&H0&+0&!R:6]>>[O&D2&v2&H0&+0&!R:1]-[P&D4&v5&H0&+0&!R:2]=[O&D1&v2&H0&+0&!R:3].[P&D4&v5&H0&+0&!R:5](=[O&D1&v2&H0&+0&!R:4])-[O&D1&v2&H1&+0&!R:6],[152],[3]
181,[O&D2&v2&H0&+0&!R:1]-[P&D4&v5&H0&+0&!R:2]=[O&D1&v2&H0&+0&!R:3].[P&D4&v5&H0&+0&!R:4](=[O&D1&v2&H0&+0&!R:5])-[O&D1&v2&H1&+0&!R:6]>>[O&D1&v2&H1&+0&!R:1].[P&D4&v5&H0&+0&!R:2](=[O&D1&v2&H0&+0&!R:3])-[O&D2&v2&H0&+0&!R:5]-[P&D4&v5&H0&+0&!R:4]=[O&D1&v2&H0&+0&!R:6],[152],[3]
182,[C&D1&v4&H1&+0&!R&z1:1].[O&D1&v2&H0&+0&!R:2]=[S&D4&v6&H0&+0&!R:3]-[S&D1&v2&H1&+0&!R:4]>>[C&D2&v4&H0&+0&!R&z2:1]-[S&D1&v2&H1&+0&!R:4].[S&D3&v4&H0&+0&!R:3]-[O&D1&v2&H1&+0&!R:2],[153],[1]
183,[C&D2&v4&H0&+0&!R&z2:1]-[S&D1&v2&H1&+0&!R:2].[S&D3&v4&H0&+0&!R:3]-[O&D1&v2&H1&+0&!R:4]>>[C&D1&v4&H1&+0&!R&z1:1].[O&D1&v2&H0&+0&!R:4]=[S&D4&v6&H0&+0&!R:3]-[S&D1&v2&H1&+0&!R:2],[153],[1]
184,[O&D1&v2&H1&+0&!R:1].[O&D2&v2&H0&+0&!R:2]-[S&D4&v6&H0&+0&!R:3]-[O&D1&v2&H1&+0&!R:4]>>[O&D1&v2&H1&+0&!R:2].[O&D2&v2&H0&+0&!R:1]-[S&D4&v6&H0&+0&!R:3]-[O&D1&v2&H1&+0&!R:4],"[154, 154]","[1, 1]"
185,[C&D3&v4&H0&+0&!R&z2:1](=[O&D1&v2&H0&+0&!R:2])-[S&D2&v2&H0&+0&!R:3].[O&D0&v2&H2&+0&!R:4]>>[C&D3&v4&H0&+0&!R&z2:1](=[O&D1&v2&H0&+0&!R:2])-[O&D1&v2&H1&+0&!R:4].[S&D1&v2&H1&+0&!R:3],[157],[1]
186,[C&D3&v4&H0&+0&!R&z2:1](=[O&D1&v2&H0&+0&!R:2])-[O&D1&v2&H1&+0&!R:3].[S&D1&v2&H1&+0&!R:4]>>[C&D3&v4&H0&+0&!R&z2:1](=[O&D1&v2&H0&+0&!R:2])-[S&D2&v2&H0&+0&!R:4].[O&D0&v2&H2&+0&!R:3],[157],[1]
187,[O&D0&v2&H2&+0&!R:1].[P&D4&v5&H0&+0&!R:2](=[O&D1&v2&H0&+0&!R:3])-[O&D2&v2&H0&+0&!R:4]>>[O&D1&v2&H1&+0&!R:4].[P&D4&v5&H0&+0&!R:2](=[O&D1&v2&H0&+0&!R:3])-[O&D1&v2&H1&+0&!R:1],"[161, 634]","[1, 1]"
188,[O&D1&v2&H1&+0&!R:1].[P&D4&v5&H0&+0&!R:2](=[O&D1&v2&H0&+0&!R:3])-[O&D1&v2&H1&+0&!R:4]>>[O&D0&v2&H2&+0&!R:4].[P&D4&v5&H0&+0&!R:2](=[O&D1&v2&H0&+0&!R:3])-[O&D2&v2&H0&+0&!R:1],"[161, 634]","[1, 1]"
189,[O&D0&v2&H2&+0&!R:1].[O&D2&v2&H0&+0&R:2]-[C@@&D3&v4&H1&+0&R&z1:3]1-[C&D2&v4&H2&+0&R&z0:4]-[C@@&D3&v4&H1&+0&R&z2:5](-[O&D2&v2&H0&+0&R:6]-[C@&D3&v4&H1&+0&R&z1:7]-1-[C&D2&v4&H2&+0&!R&z1:8])-[N&D3&v3&H0&+0&R:9]-[C&D3&v4&H0&+0&R&z3:10]=[O&D1&v2&H0&+0&!R:11]>>[C&D2&v4&H2&+0&!R&z1:8]-[C@@&D3&v4&H1&+0&!R&z1:7](-[O&D1&v2&H1&+0&!R:6])/[C&D2&v4&H1&+0&!R&z0:3]=[C&D2&v4&H1&+0&!R&z0:4]\[C&D2&v4&H1&+0&!R&z1:5]=[O&D1&v2&H0&+0&!R:1].([N&D2&v3&H1&+0&R:9]-[C&D3&v4&H0&+0&R&z3:10]=[O&D1&v2&H0&+0&!R:11].[O&D1&v2&H1&+0&!R:2]),[162],[1]
190,[C&D2&v4&H2&+0&!R&z1:1]-[C@@&D3&v4&H1&+0&!R&z1:2](-[O&D1&v2&H1&+0&!R:3])/[C&D2&v4&H1&+0&!R&z0:4]=[C&D2&v4&H1&+0&!R&z0:5]\[C&D2&v4&H1&+0&!R&z1:6]=[O&D1&v2&H0&+0&!R:7].([N&D2&v3&H1&+0&R:8]-[C&D3&v4&H0&+0&R&z3:9]=[O&D1&v2&H0&+0&!R:10].[O&D1&v2&H1&+0&!R:11])>>[O&D0&v2&H2&+0&!R:7].[O&D2&v2&H0&+0&R:11]-[C@@&D3&v4&H1&+0&R&z1:4]1-[C&D2&v4&H2&+0&R&z0:5]-[C@@&D3&v4&H1&+0&R&z2:6](-[O&D2&v2&H0&+0&R:3]-[C@&D3&v4&H1&+0&R&z1:2]-1-[C&D2&v4&H2&+0&!R&z1:1])-[N&D3&v3&H0&+0&R:8]-[C&D3&v4&H0&+0&R&z3:9]=[O&D1&v2&H0&+0&!R:10],[162],[1]
191,[O&D0&v2&H2&+0&!R:1].[P&D4&v5&H0&+0&!R:2]-[O&D2&v2&H0&+0&!R:3]>>[O&D1&v2&H1&+0&!R:3].[P&D4&v5&H0&+0&!R:2]-[O&D1&v2&H1&+0&!R:1],"[163, 163]","[2, 1]"
192,[O&D1&v2&H1&+0&!R:1].[P&D4&v5&H0&+0&!R:2]-[O&D1&v2&H1&+0&!R:3]>>[O&D0&v2&H2&+0&!R:3].[P&D4&v5&H0&+0&!R:2]-[O&D2&v2&H0&+0&!R:1],"[163, 163]","[2, 1]"
193,[O&D0&v2&H2&+0&!R:1].[O&D2&v2&H0&+0&!R:2]-[P&D4&v5&H0&+0&!R:3]~[*:4]~[*:5]~[*:6]~[O&D1&v2&H1&+0&!R:7]>>[*:5](~[*:4]~[P&D4&v5&H0&+0&!R:3]-[O&D1&v2&H1&+0&!R:1])~[*:6]~[O&D1&v2&H1&+0&!R:7].[O&D1&v2&H1&+0&!R:2],[164],[1]
194,[*:1](~[*:2]~[P&D4&v5&H0&+0&!R:3]-[O&D1&v2&H1&+0&!R:4])~[*:5]~[O&D1&v2&H1&+0&!R:6].[O&D1&v2&H1&+0&!R:7]>>[O&D0&v2&H2&+0&!R:4].[O&D2&v2&H0&+0&!R:7]-[P&D4&v5&H0&+0&!R:3]~[*:2]~[*:1]~[*:5]~[O&D1&v2&H1&+0&!R:6],[164],[1]
195,[O&D0&v2&H2&+0&!R:1].[O&D2&v2&H0&+0&!R:2]-[P&D4&v5&H0&+0&!R:3]-[O&D1&v2&H1&+0&!R:4]>>[O&D1&v2&H1&+0&!R:2].[P&D4&v5&H0&+0&!R:3](-[O&D1&v2&H1&+0&!R:1])-[O&D1&v2&H1&+0&!R:4],[165],[1]
196,[O&D1&v2&H1&+0&!R:1].[P&D4&v5&H0&+0&!R:2](-[O&D1&v2&H1&+0&!R:3])-[O&D1&v2&H1&+0&!R:4]>>[O&D0&v2&H2&+0&!R:3].[O&D2&v2&H0&+0&!R:1]-[P&D4&v5&H0&+0&!R:2]-[O&D1&v2&H1&+0&!R:4],[165],[1]
197,[C&D2&v4&H2&+0&!R&z0:1]/[C&D2&v4&H1&+0&!R&z0:2]=[C&D2&v4&H1&+0&!R&z0:3]\[C&D2&v4&H1&+0&!R&z0:4]=[C&D2&v4&H1&+0&!R&z0:5]\[C&D2&v4&H1&+0&!R&z0:6]=[C&D2&v4&H1&+0&!R&z0:7]\[C@&D3&v4&H1&+0&R&z1:8]1-[O&D2&v2&H0&+0&R:9]-[C@@&D3&v4&H1&+0&R&z1:10]-1-[C&D2&v4&H2&+0&!R&z0:11].[O&D0&v2&H2&+0&!R:12]>>[C&D2&v4&H2&+0&!R&z0:1]-[C&D3&v4&H1&+0&!R&z1:2](-[O&D1&v2&H1&+0&!R:12])/[C&D2&v4&H1&+0&!R&z0:3]=[C&D2&v4&H1&+0&!R&z0:4]/[C&D2&v4&H1&+0&!R&z0:5]=[C&D2&v4&H1&+0&!R&z0:6]/[C&D2&v4&H1&+0&!R&z0:7]=[C&D2&v4&H1&+0&!R&z0:8]/[C@@&D3&v4&H1&+0&!R&z1:10](-[O&D1&v2&H1&+0&!R:9])-[C&D2&v4&H2&+0&!R&z0:11],"[166, 166]","[1, 2]"
198,[C&D2&v4&H2&+0&!R&z0:1]-[C&D3&v4&H1&+0&!R&z1:2](-[O&D1&v2&H1&+0&!R:3])/[C&D2&v4&H1&+0&!R&z0:4]=[C&D2&v4&H1&+0&!R&z0:5]/[C&D2&v4&H1&+0&!R&z0:6]=[C&D2&v4&H1&+0&!R&z0:7]/[C&D2&v4&H1&+0&!R&z0:8]=[C&D2&v4&H1&+0&!R&z0:9]/[C@@&D3&v4&H1&+0&!R&z1:10](-[O&D1&v2&H1&+0&!R:11])-[C&D2&v4&H2&+0&!R&z0:12]>>[C&D2&v4&H2&+0&!R&z0:1]/[C&D2&v4&H1&+0&!R&z0:2]=[C&D2&v4&H1&+0&!R&z0:4]\[C&D2&v4&H1&+0&!R&z0:5]=[C&D2&v4&H1&+0&!R&z0:6]\[C&D2&v4&H1&+0&!R&z0:7]=[C&D2&v4&H1&+0&!R&z0:8]\[C@&D3&v4&H1&+0&R&z1:9]1-[O&D2&v2&H0&+0&R:11]-[C@@&D3&v4&H1&+0&R&z1:10]-1-[C&D2&v4&H2&+0&!R&z0:12].[O&D0&v2&H2&+0&!R:3],"[166, 166]","[1, 2]"
199,[N&D2&v3&H1&+0&!R:1]-[C&D3&v4&H0&+0&!R&z2:2]=[O&D1&v2&H0&+0&!R:3].[O&D0&v2&H2&+0&!R:4]>>[C&D3&v4&H0&+0&!R&z2:2](=[O&D1&v2&H0&+0&!R:3])-[O&D1&v2&H1&+0&!R:4].[N&D1&v3&H2&+0&!R:1],"[167, 169, 172, 266, 288, 633, 798, 996]","[1, 1, 1, 1, 1, 1, 1, 1]"
200,[C&D3&v4&H0&+0&!R&z2:1](=[O&D1&v2&H0&+0&!R:2])-[O&D1&v2&H1&+0&!R:3].[N&D1&v3&H2&+0&!R:4]>>[N&D2&v3&H1&+0&!R:4]-[C&D3&v4&H0&+0&!R&z2:1]=[O&D1&v2&H0&+0&!R:2].[O&D0&v2&H2&+0&!R:3],"[167, 169, 172, 266, 288, 633, 798, 996]","[1, 1, 1, 1, 1, 1, 1, 1]"
